annotation_count,api_path,artist_names,full_title,header_image_thumbnail_url,header_image_url,id,lyrics_owner_id,lyrics_state,path,pyongs_count,relationships_index_url,release_date_components,release_date_for_display,release_date_with_abbreviated_month_for_display,song_art_image_thumbnail_url,song_art_image_url,stats,title,title_with_featured,url,featured_artists,primary_artist,stat_unreviewed_annotations,stat_hot,stat_pageviews,primary_artist_api_path,primary_artist_header_image_url,primary_artist_id,primary_artist_image_url,primary_artist_is_meme_verified,primary_artist_is_verified,primary_artist_name,primary_artist_url,stat_concurrents,primary_artist_iq
0,/songs/4380166,Greta Manuzi,Amiamoci a metà by Greta Manuzi,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.300x300x1.png,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.600x600x1.png,4380166,6592297,complete,/Greta-manuzi-amiamoci-a-meta-lyrics,,https://genius.com/Greta-manuzi-amiamoci-a-meta-sample,,,,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.300x300x1.png,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.600x600x1.png,"{'unreviewed_annotations': 0, 'hot': False}",Amiamoci a metà,Amiamoci a metà,https://genius.com/Greta-manuzi-amiamoci-a-meta-lyrics,[],"{'api_path': '/artists/481440', 'header_image_url': 'https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg', 'id': 481440, 'image_url': 'https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Greta Manuzi', 'url': 'https://genius.com/artists/Greta-manuzi'}",0,False,,/artists/481440,https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg,481440,https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg,False,False,Greta Manuzi,https://genius.com/artists/Greta-manuzi,,
0,/songs/4380164,Greta Manuzi,Ti salverò da me by Greta Manuzi,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.300x300x1.png,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.600x600x1.png,4380164,6592297,complete,/Greta-manuzi-ti-salvero-da-me-lyrics,,https://genius.com/Greta-manuzi-ti-salvero-da-me-sample,,,,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.300x300x1.png,https://images.genius.com/f6cf0cbdd69c7782ac02213b9a17cef3.600x600x1.png,"{'unreviewed_annotations': 0, 'hot': False}",Ti salverò da me,Ti salverò da me,https://genius.com/Greta-manuzi-ti-salvero-da-me-lyrics,[],"{'api_path': '/artists/481440', 'header_image_url': 'https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg', 'id': 481440, 'image_url': 'https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Greta Manuzi', 'url': 'https://genius.com/artists/Greta-manuzi'}",0,False,,/artists/481440,https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg,481440,https://images.genius.com/139c5a945b56d8a2c054d7849d5d4533.958x958x1.jpg,False,False,Greta Manuzi,https://genius.com/artists/Greta-manuzi,,
3,/songs/530977,Cozz,I'm Tha Man by Cozz,https://images.rapgenius.com/ef5cfb061df43da270c05ac0a406a9fb.300x300x1.jpg,https://images.rapgenius.com/ef5cfb061df43da270c05ac0a406a9fb.400x400x1.jpg,530977,90965,complete,/Cozz-im-tha-man-lyrics,10.0,https://genius.com/Cozz-im-tha-man-sample,"{'year': 2014, 'month': 10, 'day': 3}","October 3, 2014","Oct. 3, 2014",https://images.rapgenius.com/ef5cfb061df43da270c05ac0a406a9fb.300x300x1.jpg,https://images.rapgenius.com/ef5cfb061df43da270c05ac0a406a9fb.400x400x1.jpg,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 16952}",I’m Tha Man,I'm Tha Man,https://genius.com/Cozz-im-tha-man-lyrics,[],"{'api_path': '/artists/165589', 'header_image_url': 'https://images.genius.com/3e49e0da65471b46016fdc99c2086433.1000x1000x1.jpg', 'id': 165589, 'image_url': 'https://images.genius.com/3e49e0da65471b46016fdc99c2086433.1000x1000x1.jpg', 'is_meme_verified': True, 'is_verified': True, 'name': 'Cozz', 'url': 'https://genius.com/artists/Cozz', 'iq': 2419}",1,False,16952.0,/artists/165589,https://images.genius.com/3e49e0da65471b46016fdc99c2086433.1000x1000x1.jpg,165589,https://images.genius.com/3e49e0da65471b46016fdc99c2086433.1000x1000x1.jpg,True,True,Cozz,https://genius.com/artists/Cozz,,2419.0
27,/songs/3519031,Wooski & Dooski Tha Man,Shootas by Wooski & Dooski Tha Man,https://images.genius.com/aaaa61ed971952af497bc18ea3e5e41f.300x169x1.png,https://images.genius.com/aaaa61ed971952af497bc18ea3e5e41f.1000x563x1.png,3519031,12490052,complete,/Wooski-and-dooski-tha-man-shootas-lyrics,,https://genius.com/Wooski-and-dooski-tha-man-shootas-sample,"{'year': 2018, 'month': 2, 'day': 12}","February 12, 2018","Feb. 12, 2018",https://images.genius.com/aaaa61ed971952af497bc18ea3e5e41f.300x169x1.png,https://images.genius.com/aaaa61ed971952af497bc18ea3e5e41f.1000x563x1.png,"{'unreviewed_annotations': 27, 'hot': False, 'pageviews': 8512}",Shootas,Shootas,https://genius.com/Wooski-and-dooski-tha-man-shootas-lyrics,[],"{'api_path': '/artists/3402663', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 3402663, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'Wooski & Dooski Tha Man', 'url': 'https://genius.com/artists/Wooski-and-dooski-tha-man'}",27,False,8512.0,/artists/3402663,https://assets.genius.com/images/default_avatar_300.png?1707847067,3402663,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,Wooski & Dooski Tha Man,https://genius.com/artists/Wooski-and-dooski-tha-man,,
1,/songs/6705053,SS Thaman (Ft. Pawan Kalyan),Maguva Maguva Song Female Version by SS Thaman (Ft. Pawan Kalyan),https://assets.genius.com/images/default_cover_image.png?1707847067,https://assets.genius.com/images/default_cover_image.png?1707847067,6705053,13060970,complete,/Ss-thaman-maguva-maguva-song-female-version-lyrics,,https://genius.com/Ss-thaman-maguva-maguva-song-female-version-sample,"{'year': 2021, 'month': 4, 'day': 9}","April 9, 2021","Apr. 9, 2021",https://assets.genius.com/images/default_cover_image.png?1707847067,https://assets.genius.com/images/default_cover_image.png?1707847067,"{'unreviewed_annotations': 1, 'hot': False, 'pageviews': 5661}",Maguva Maguva Song Female Version,Maguva Maguva Song Female Version (Ft. Pawan Kalyan),https://genius.com/Ss-thaman-maguva-maguva-song-female-version-lyrics,"[{'api_path': '/artists/648797', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 648797, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'Pawan Kalyan', 'url': 'https://genius.com/artists/Pawan-kalyan'}]","{'api_path': '/artists/531376', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 531376, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'SS Thaman', 'url': 'https://genius.com/artists/Ss-thaman'}",1,False,5661.0,/artists/531376,https://assets.genius.com/images/default_avatar_300.png?1707847067,531376,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,SS Thaman,https://genius.com/artists/Ss-thaman,,
6,/songs/109748,Dooski Tha Man,Hate Sosa by Dooski Tha Man,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.300x300x1.jpg,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,109748,157828,complete,/Dooski-tha-man-hate-sosa-lyrics,,https://genius.com/Dooski-tha-man-hate-sosa-sample,"{'year': 2012, 'month': 11, 'day': 23}","November 23, 2012","Nov. 23, 2012",https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.300x300x1.jpg,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,"{'unreviewed_annotations': 6, 'hot': False}",Hate Sosa,Hate Sosa,https://genius.com/Dooski-tha-man-hate-sosa-lyrics,[],"{'api_path': '/artists/1938360', 'header_image_url': 'https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg', 'id': 1938360, 'image_url': 'https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Dooski Tha Man', 'url': 'https://genius.com/artists/Dooski-tha-man'}",6,False,,/artists/1938360,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,1938360,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,False,False,Dooski Tha Man,https://genius.com/artists/Dooski-tha-man,,
3,/songs/6526688,Dooski Tha Man,Who Run It (Remix) by Dooski Tha Man,https://images.genius.com/0555fde5ced5e92482627f14065df948.300x300x1.jpg,https://images.genius.com/0555fde5ced5e92482627f14065df948.500x500x1.jpg,6526688,2695576,complete,/Dooski-tha-man-who-run-it-remix-lyrics,1.0,https://genius.com/Dooski-tha-man-who-run-it-remix-sample,"{'year': 2018, 'month': 5, 'day': 15}","May 15, 2018","May. 15, 2018",https://images.genius.com/0555fde5ced5e92482627f14065df948.300x300x1.jpg,https://images.genius.com/0555fde5ced5e92482627f14065df948.500x500x1.jpg,"{'unreviewed_annotations': 3, 'hot': False}",Who Run It (Remix),Who Run It (Remix),https://genius.com/Dooski-tha-man-who-run-it-remix-lyrics,[],"{'api_path': '/artists/1938360', 'header_image_url': 'https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg', 'id': 1938360, 'image_url': 'https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Dooski Tha Man', 'url': 'https://genius.com/artists/Dooski-tha-man'}",3,False,,/artists/1938360,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,1938360,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,False,False,Dooski Tha Man,https://genius.com/artists/Dooski-tha-man,,
0,/songs/7689125,Samir Shrestha,Thamana Haat by Samir Shrestha,https://images.genius.com/acf5235177b234ab395a29ebb3e66554.300x300x1.png,https://images.genius.com/acf5235177b234ab395a29ebb3e66554.1000x1000x1.png,7689125,5334223,complete,/Samir-shrestha-thamana-haat-lyrics,,https://genius.com/Samir-shrestha-thamana-haat-sample,"{'year': 2022, 'month': 2, 'day': 10}","February 10, 2022","Feb. 10, 2022",https://images.genius.com/acf5235177b234ab395a29ebb3e66554.300x300x1.png,https://images.genius.com/acf5235177b234ab395a29ebb3e66554.1000x1000x1.png,"{'unreviewed_annotations': 0, 'hot': False, 'pageviews': 7424}",Thamana Haat,Thamana Haat,https://genius.com/Samir-shrestha-thamana-haat-lyrics,[],"{'api_path': '/artists/2954938', 'header_image_url': 'https://images.genius.com/1ad758d4cbc5f801e88edd5e735932dc.1000x667x1.jpg', 'id': 2954938, 'image_url': 'https://images.genius.com/04797df49950bbd73ea221e62551e1fc.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Samir Shrestha', 'url': 'https://genius.com/artists/Samir-shrestha'}",0,False,7424.0,/artists/2954938,https://images.genius.com/1ad758d4cbc5f801e88edd5e735932dc.1000x667x1.jpg,2954938,https://images.genius.com/04797df49950bbd73ea221e62551e1fc.1000x1000x1.jpg,False,False,Samir Shrestha,https://genius.com/artists/Samir-shrestha,,
0,/songs/31896,The Reverend Willy Burke,Who is Tha Man by The Reverend Willy Burke,https://images.genius.com/934a82446b3da7846960f0df79197fa9.300x300x1.jpg,https://images.genius.com/934a82446b3da7846960f0df79197fa9.592x592x1.jpg,31896,50,complete,/The-reverend-willy-burke-who-is-tha-man-lyrics,,https://genius.com/The-reverend-willy-burke-who-is-tha-man-sample,"{'year': 2007, 'month': 1, 'day': 30}","January 30, 2007","Jan. 30, 2007",https://images.genius.com/934a82446b3da7846960f0df79197fa9.300x300x1.jpg,https://images.genius.com/934a82446b3da7846960f0df79197fa9.592x592x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Who is Tha Man,Who is Tha Man,https://genius.com/The-reverend-willy-burke-who-is-tha-man-lyrics,[],"{'api_path': '/artists/2367601', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 2367601, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'The Reverend Willy Burke', 'url': 'https://genius.com/artists/The-reverend-willy-burke'}",0,False,,/artists/2367601,https://assets.genius.com/images/default_avatar_300.png?1707847067,2367601,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,The Reverend Willy Burke,https://genius.com/artists/The-reverend-willy-burke,,
1,/songs/2240559,SS Thaman,Inthajare Inthajare by SS Thaman,https://assets.genius.com/images/default_cover_image.png?1707847067,https://assets.genius.com/images/default_cover_image.png?1707847067,2240559,1549345,complete,/Ss-thaman-inthajare-inthajare-lyrics,,https://genius.com/Ss-thaman-inthajare-inthajare-sample,,,,https://assets.genius.com/images/default_cover_image.png?1707847067,https://assets.genius.com/images/default_cover_image.png?1707847067,"{'unreviewed_annotations': 0, 'hot': False}",Inthajare Inthajare,Inthajare Inthajare,https://genius.com/Ss-thaman-inthajare-inthajare-lyrics,[],"{'api_path': '/artists/531376', 'header_image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'id': 531376, 'image_url': 'https://assets.genius.com/images/default_avatar_300.png?1707847067', 'is_meme_verified': False, 'is_verified': False, 'name': 'SS Thaman', 'url': 'https://genius.com/artists/Ss-thaman'}",0,False,,/artists/531376,https://assets.genius.com/images/default_avatar_300.png?1707847067,531376,https://assets.genius.com/images/default_avatar_300.png?1707847067,False,False,SS Thaman,https://genius.com/artists/Ss-thaman,,
2,/songs/25025,Juvenile (Ft. Turk),Tha Man by Juvenile (Ft. Turk),https://images.genius.com/f3f8e4cdcaa4f3a039e33bf4d324f269.300x300x1.jpg,https://images.genius.com/f3f8e4cdcaa4f3a039e33bf4d324f269.500x500x1.jpg,25025,50,complete,/Juvenile-tha-man-lyrics,,https://genius.com/Juvenile-tha-man-sample,"{'year': 1999, 'month': 12, 'day': 7}","December 7, 1999","Dec. 7, 1999",https://images.genius.com/f3f8e4cdcaa4f3a039e33bf4d324f269.300x300x1.jpg,https://images.genius.com/f3f8e4cdcaa4f3a039e33bf4d324f269.500x500x1.jpg,"{'unreviewed_annotations': 2, 'hot': False}",Tha Man,Tha Man (Ft. Turk),https://genius.com/Juvenile-tha-man-lyrics,"[{'api_path': '/artists/3558', 'header_image_url': 'https://images.genius.com/1275dd03a1dd2c6bbf6eaf22937e1909.590x590x1.jpg', 'id': 3558, 'image_url': 'https://images.genius.com/1275dd03a1dd2c6bbf6eaf22937e1909.590x590x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Turk', 'url': 'https://genius.com/artists/Turk'}]","{'api_path': '/artists/38', 'header_image_url': 'https://images.genius.com/9f9fe00ecfc85771a3630260cc8d03a4.366x366x1.jpg', 'id': 38, 'image_url': 'https://images.genius.com/9f9fe00ecfc85771a3630260cc8d03a4.366x366x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Juvenile', 'url': 'https://genius.com/artists/Juvenile'}",2,False,,/artists/38,https://images.genius.com/9f9fe00ecfc85771a3630260cc8d03a4.366x366x1.jpg,38,https://images.genius.com/9f9fe00ecfc85771a3630260cc8d03a4.366x366x1.jpg,False,False,Juvenile,https://genius.com/artists/Juvenile,,
0,/songs/2466550,Dooski Tha Man,Night After Night (Freestyle) by Dooski Tha Man,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.300x300x1.jpg,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,2466550,3213913,complete,/Dooski-tha-man-night-after-night-freestyle-lyrics,,https://genius.com/Dooski-tha-man-night-after-night-freestyle-sample,"{'year': 2016, 'month': 3, 'day': 30}","March 30, 2016","Mar. 30, 2016",https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.300x300x1.jpg,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,"{'unreviewed_annotations': 0, 'hot': False}",Night After Night (Freestyle),Night After Night (Freestyle),https://genius.com/Dooski-tha-man-night-after-night-freestyle-lyrics,[],"{'api_path': '/artists/1938360', 'header_image_url': 'https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg', 'id': 1938360, 'image_url': 'https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg', 'is_meme_verified': False, 'is_verified': False, 'name': 'Dooski Tha Man', 'url': 'https://genius.com/artists/Dooski-tha-man'}",0,False,,/artists/1938360,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,1938360,https://images.genius.com/12eba7067ee1d5da2839d58aa128df17.1000x1000x1.jpg,False,False,Dooski Tha Man,https://genius.com/artists/Dooski-tha-man,,
